ticker,cap,vol,zcap,zvol,azcap,azvol,score
RELIANCE.NS,1818868.347290039,1.2283695493529208,36.94028154561397,-1.6073982469135144,36.94028154561397,1.6073982469135144,38.54767979252748
ADANITRANS.NS,414167.81113708497,2.1650440164384634,8.301678666949364,-0.0351686246156257,8.301678666949364,0.0351686246156257,8.33684729156499
DMART.NS,323569.8627636719,1.5056229843844198,6.454595535484383,-1.1420219835926138,6.454595535484383,1.1420219835926138,7.596617519076997
ADANIGREEN.NS,368959.7973232483,2.2100617172802823,7.379991573347602,0.0403946209711554,7.379991573347602,0.0403946209711554,7.420386194318757
NESTLEIND.NS,230352.20570800785,0.9451947950416428,4.554102588419671,-2.082713580745987,4.554102588419671,2.082713580745987,6.636816169165657
ULTRACEMCO.NS,222158.0125,1.2371957536067564,4.38704189530007,-1.5925832602047278,4.38704189530007,1.5925832602047278,5.979625155504797
KOTAKBANK.NS,217779.90406875,1.2308385186225983,4.297782365958899,-1.6032540252455445,4.297782365958899,1.6032540252455445,5.901036391204444
TCS.NS,152835.9375,1.0282109358621117,2.9737247322789035,-1.9433690802677068,2.9737247322789035,1.9433690802677068,4.917093812546611
MARUTI.NS,164609.81506347656,1.296843107334379,3.2137669300315133,-1.4924638059891753,3.2137669300315133,1.4924638059891753,4.7062307360206885
NTPC.NS,154963.12016578674,1.2495534285954404,3.017093078803982,-1.5718406186972762,3.017093078803982,1.5718406186972762,4.5889336975012585
SBILIFE.NS,148931.24389648438,1.1768887936718255,2.894117038969267,-1.6938098786001785,2.894117038969267,1.6938098786001785,4.587926917569446
ICICIBANK.NS,131277.66348302763,1.0017097476008463,2.534201266293497,-1.9878519338893048,2.534201266293497,1.9878519338893048,4.5220532001828015
BAJAJ-AUTO.NS,139557.7253125,1.1358611847239943,2.7030126224808257,-1.762675663231354,2.7030126224808257,1.762675663231354,4.465688285712179
HDFCLIFE.NS,134054.97458344116,1.1722554796110158,2.590824231564857,-1.7015870027471411,2.590824231564857,1.7015870027471411,4.292411234311999
POWERGRID.NS,140075.8202543068,1.305356577454779,2.7135753829482527,-1.4781737507114978,2.7135753829482527,1.4781737507114978,4.191749133659751
COALINDIA.NS,157396.64454837798,1.6291172967422076,3.0667070261150906,-0.9347339418054232,3.0667070261150906,0.9347339418054232,4.001440967920514
BAJAJFINSV.NS,145633.48786987306,1.5197936934458494,2.8268834024708465,-1.1182361227217952,2.8268834024708465,1.1182361227217952,3.9451195251926414
HDFCBANK.NS,96462.91870095064,0.9418473413202464,1.824408947948857,-2.0883323587579747,1.824408947948857,2.0883323587579747,3.912741306706832
SAKAR.NS,306.87769840812683,0.0163583138190699,-0.1359908680846402,-3.64178696361818,0.1359908680846402,3.64178696361818,3.77777783170282
NORBTEAEXP.NS,8.224999859929085,0.1201552559086149,-0.1420797075292291,-3.4675614105667623,0.1420797075292291,3.4675614105667623,3.609641118095992
HDFC.NS,97937.50317077636,1.1495921841274497,1.8544723229925089,-1.7396278651280934,1.8544723229925089,1.7396278651280934,3.594100188120602
SUBCAPCITY.NS,92.64326636375428,0.1334533130271977,-0.1403586138527581,-3.44524031603976,0.1403586138527581,3.44524031603976,3.585598929892518
KOHINOOR.NS,391.6211754717827,0.1300630287161068,-0.1342631441152097,-3.450930986181004,0.1342631441152097,3.450930986181004,3.585194130296214
CREATIVEYE.NS,6.456249338306487,0.145357255492791,-0.1421157682713421,-3.425259275001277,0.1421157682713421,3.425259275001277,3.567375043272619
ADANIPOWER.NS,155217.73501022338,2.438785792458116,3.0222840880113995,0.4243132383390364,3.0222840880113995,0.4243132383390364,3.446597326350436
BAJFINANCE.NS,102248.02566101076,1.367346868538064,1.9423539309368327,-1.3741216222924704,1.9423539309368327,1.3741216222924704,3.316475553229303
EUROTEXIND.NS,7.756927395808697,0.3019091544094369,-0.142089250446793,-3.162483314352339,0.142089250446793,3.162483314352339,3.304572564799132
ICICIPRULI.NS,95120.723125,1.322594389452312,1.7970446769915591,-1.4492396870656186,1.7970446769915591,1.4492396870656186,3.246284364057178
HINDUNILVR.NS,70742.70263671875,1.0497771297160654,1.3000330864330032,-1.907169728188744,1.3000330864330032,1.907169728188744,3.2072028146217466
IOC.NS,87466.9925172615,1.2699160236495308,1.6410027692867302,-1.5376615348683864,1.6410027692867302,1.5376615348683864,3.1786643041551166
BPCL.NS,80162.64999877929,1.215036543573044,1.4920840785816964,-1.6297780035717864,1.4920840785816964,1.6297780035717864,3.121862082153483
SBICARD.NS,97238.1284462494,1.4296430393540644,1.8402136860207048,-1.2695560677114883,1.8402136860207048,1.2695560677114883,3.109769753732193
SHREECEM.NS,88909.28134765624,1.3322963072419194,1.670407710757836,-1.4329547950589203,1.670407710757836,1.4329547950589203,3.103362505816756
IMPEXFERRO.NS,71.99399959645271,0.4633165491617129,-0.1407796047582674,-2.8915572923405946,0.1407796047582674,2.8915572923405946,3.032336897098862
LT.NS,63104.5421875,1.1246293056485832,1.144308618335499,-1.7815286304221598,1.144308618335499,1.7815286304221598,2.9258372487576585
ICICIGI.NS,67533.16386211243,1.2029368497253818,1.2345979961600555,-1.6500876178043828,1.2345979961600555,1.6500876178043828,2.8846856139644386
ONGC.NS,104470.54553125,1.6538549207349542,1.9876659830899843,-0.8932112713437428,1.9876659830899843,0.8932112713437428,2.880877254433728
WIPRO.NS,62753.6,1.1489037846510124,1.1371537168582715,-1.7407833594720317,1.1371537168582715,1.7407833594720317,2.877937076330303
PGHH.NS,57691.76583251953,1.1141069117496818,1.0339545973098867,-1.7991907104368043,1.0339545973098867,1.7991907104368043,2.833145307746692
GLFL.NS,9.833102823364737,0.5828391740642674,-0.1420469220201669,-2.6909358192355377,0.1420469220201669,2.6909358192355377,2.8329827412557047
KRITIKA.NS,234.1045,0.6019718369654877,-0.1374745456912056,-2.6588212047950104,0.1374745456912056,2.6588212047950104,2.796295750486216
ZENITHSTL.NS,115.69085562996864,0.6247324451740568,-0.1398887266851249,-2.620617000768425,0.1398887266851249,2.620617000768425,2.7605057274535505
STARTECK.NS,159.18419375,3.747387095034296,-0.1390019978726633,2.620830602679637,0.1390019978726633,2.620830602679637,2.759832600552301
HAL.NS,84627.8402079773,1.518103629162176,1.5831190044521872,-1.1210729344677657,1.5831190044521872,1.1210729344677657,2.7041919389199527
SBIN.NS,59398.71236928405,1.213310372191932,1.0687552987714173,-1.632675421910723,1.0687552987714173,1.632675421910723,2.70143072068214
KEYFINSERV.NS,81.86435644300175,3.7109922627521,-0.1405783709559559,2.5597410401652723,0.1405783709559559,2.5597410401652723,2.700319411121228
BAJAJHLDNG.NS,72164.609375,1.379782007850764,1.3290224840733411,-1.3532489551366542,1.3290224840733411,1.3532489551366542,2.682271439209996
HBSL.NS,39.07871519429922,3.688603264555263,-0.141450671462074,2.5221605920847696,0.141450671462074,2.5221605920847696,2.6636112635468434
SEJALLTD.NS,931.0125,0.6874032336852962,-0.1232661995410542,-2.515422641775465,0.1232661995410542,2.515422641775465,2.63868884131652
MRF.NS,44014.645,1.0693736201266228,0.7551096606383547,-1.874276568612802,0.7551096606383547,1.874276568612802,2.629386229251157
ACC.NS,51190.3803125,1.159135350862944,0.901406347147714,-1.7236094404145883,0.901406347147714,1.7236094404145883,2.6250157875623024
PAGEIND.NS,66590.077125,1.3586725236742658,1.2153706335662695,-1.388681709524618,1.2153706335662695,1.388681709524618,2.6040523430908875
GILLETTE.NS,21269.45652282715,0.8168904713398369,0.2913877473670101,-2.298075337131361,0.2913877473670101,2.298075337131361,2.589463084498372
ITC.NS,46292.43729972839,1.1215209166000135,0.801548590099188,-1.786746132885949,0.801548590099188,1.786746132885949,2.588294722985137
IRFC.NS,16642.472688794132,0.7639408470160871,0.1970542227911756,-2.386952498596403,0.1970542227911756,2.386952498596403,2.5840067213875786
INDIGO.NS,88557.762625,1.6473480083338354,1.663241055059008,-0.9041332733692364,1.663241055059008,0.9041332733692364,2.5673743284282446
DRREDDY.NS,44198.01672363281,1.1170014946736184,0.7588481869912233,-1.7943320864675067,0.7588481869912233,1.7943320864675067,2.55318027345873
PETRONET.NS,41306.25057220459,1.0857889406160826,0.6998917473108304,-1.8467230758680435,0.6998917473108304,1.8467230758680435,2.546614823178874
BOSCHLTD.NS,63179.990478515625,1.3570424440844175,1.1458468349081128,-1.3914178355832656,1.1458468349081128,1.3914178355832656,2.5372646704913784
INDOBORAX.NS,50.40135686206818,3.5958707868388395,-0.1412198289231021,2.366506996798367,0.1412198289231021,2.366506996798367,2.5077268257214693
AXISBANK.NS,46668.92920710755,1.1881811292041675,0.8092243914141014,-1.674855433856833,0.8092243914141014,1.674855433856833,2.484079825270934
TECHM.NS,63798.075,1.410122223518318,1.158448152200066,-1.3023222057742436,1.158448152200066,1.3023222057742436,2.46077035797431
SECURKLOUD.NS,140.6670625,3.533389701154456,-0.1393795194544328,2.261631058360569,0.1393795194544328,2.261631058360569,2.401010577815002
CTE.NS,136.9263277528405,3.528777439855906,-0.1394557844049622,2.253889271758954,0.1394557844049622,2.253889271758954,2.393345056163916
INDUSINDBK.NS,76669.30818587723,1.613268085038556,1.420862899174214,-0.961337207941294,1.420862899174214,0.961337207941294,2.382200107115508
21STCENMGM.NS,32.287500500679016,0.8522970684313852,-0.1415891286603655,-2.2386445500989063,0.1415891286603655,2.2386445500989063,2.380233678759272
PEARLPOLY.NS,46.7995375,3.5110067166043137,-0.1412932617094478,2.2240607043242657,0.1412932617094478,2.2240607043242657,2.3653539660337137
ASIANPAINT.NS,39236.07482910156,1.1695124319663026,0.6576856404076887,-1.706191271267251,0.6576856404076887,1.706191271267251,2.3638769116749394
DCM.NS,108.5461125,3.4999912661686348,-0.1400343915125405,2.205571017579824,0.1400343915125405,2.205571017579824,2.345605409092365
NKIND.NS,25.16645625,3.4956021903101986,-0.1417343103223126,2.198203852869317,0.1417343103223126,2.198203852869317,2.3399381631916296
OBCL.NS,226.57433991994856,3.4948185936376626,-0.1376280682809641,2.196888567843636,0.1376280682809641,2.196888567843636,2.3345166361246004
AMBICAAGAR.NS,58.29580043091774,3.486571295087609,-0.1410588794335152,2.1830452876646924,0.1410588794335152,2.1830452876646924,2.3241041670982074
MAXIND.NS,476.379825,0.8846511929895059,-0.1325351108142342,-2.1843374083743443,0.1325351108142342,2.1843374083743443,2.3168725191885784
ARSHIYA.NS,82.7286625,3.478462181030699,-0.1405607497496596,2.169433953333634,0.1405607497496596,2.169433953333634,2.309994703083293
MOTOGENFIN.NS,69.82996539207817,3.46669967654632,-0.140823724422637,2.1496903191975463,0.140823724422637,2.1496903191975463,2.2905140436201834
MUTHOOTFIN.NS,53200.45370832825,1.3879617116177612,0.9423871058635532,-1.3395191343547237,0.9423871058635532,1.3395191343547237,2.281906240218277
MALLCOM.NS,561.1320190429688,3.467285817068291,-0.1308072091257081,2.1506741695360097,0.1308072091257081,2.1506741695360097,2.281481378661718
PFIZER.NS,23842.32600402832,1.034691161793906,0.3438426197290243,-1.932491872094358,0.3438426197290243,1.932491872094358,2.2763344918233823
KHANDSE.NS,53.65088238859177,3.441024606699948,-0.1411535785952187,2.10659412432353,0.1411535785952187,2.10659412432353,2.247747702918749
PFC.NS,37835.6470035553,1.222539569589303,0.629134148239906,-1.617184001947787,0.629134148239906,1.617184001947787,2.246318150187693
KRIDHANINF.NS,9.4779,3.4388982436535223,-0.1420541637861788,2.103024975076031,0.1420541637861788,2.103024975076031,2.2450791388622098
SUNPHARMA.NS,26837.66933029175,1.1021817073216291,0.4049107590215803,-1.8192074401679776,0.4049107590215803,1.8192074401679776,2.224118199189558
MTEDUCARE.NS,79.86080907702446,3.4194464664616344,-0.1406192186639805,2.0703747199638336,0.1406192186639805,2.0703747199638336,2.210993938627814
HONAUT.NS,43798.00013671875,1.3160186683297663,0.7506927717388842,-1.4602771861115833,0.7506927717388842,1.4602771861115833,2.210969957850468
CUBEXTUB.NS,46.16716987127402,3.4175242284644853,-0.1413061542263411,2.067148199303323,0.1413061542263411,2.067148199303323,2.2084543535296643
WILLAMAGOR.NS,28.897505522441865,3.411906668149898,-0.1416582428362654,2.0577189951966712,0.1416582428362654,2.0577189951966712,2.1993772380329366
AGROPHOS.NS,76.027875,3.402728195845892,-0.1406973633461151,2.042312718468854,0.1406973633461151,2.042312718468854,2.1830100818149694
SANOFI.NS,18226.92443847656,1.024224273513344,0.2293575381752735,-1.9500607846528333,0.2293575381752735,1.9500607846528333,2.179418322828107
MRO-TEK.NS,71.9941088631525,3.392757105543345,-0.1407796025305714,2.0255760142123065,0.1407796025305714,2.0255760142123065,2.166355616742878
UNIVPHOTO.NS,3.1896875381469725,3.3893760814150538,-0.1421823659295374,2.019900887500736,0.1421823659295374,2.019900887500736,2.1620832534302727
ABBOTINDIA.NS,52491.88224887695,1.463230358777989,0.9279409686861898,-1.2131789800599122,0.9279409686861898,1.2131789800599122,2.141119948746102
VSTIND.NS,6136.2250125,0.9210097811637296,-0.0171439263533463,-2.1233086824282754,0.0171439263533463,2.1233086824282754,2.140452608781622
DHRUV.NS,60.06249904632568,3.376340790855919,-0.1410228605250356,1.998020852683409,0.1410228605250356,1.998020852683409,2.1390437132084448
SALONA.NS,143.9924159851074,3.372421307011318,-0.139311723169431,1.9914419089616129,0.139311723169431,1.9914419089616129,2.130753632131044
GFSTEELS.NS,2.1902999005317687,1.0051876291768125,-0.1422027411375898,-1.9820142297255607,0.1422027411375898,1.9820142297255607,2.1242169708631504
AKZOINDIA.NS,11580.140625,0.9837933826124196,0.093844952285747,-2.0179249643268182,0.093844952285747,2.0179249643268182,2.111769916612565
NDTV.NS,827.1821946754455,3.3624893720775444,-0.1253830598998493,1.9747709278915289,0.1253830598998493,1.9747709278915289,2.100153987791378
COLPAL.NS,5265.81886824646,0.9587260394287896,-0.0348894993540479,-2.060001076028933,0.0348894993540479,2.060001076028933,2.094890575382981
UNIVASTU.NS,47.02103033237457,3.3432810066818863,-0.1412887459816442,1.94252924507408,0.1412887459816442,1.94252924507408,2.083817991055724
NAGREEKEXP.NS,27.34309375,3.342085263725118,-0.1416899337058246,1.9405221630372067,0.1416899337058246,1.9405221630372067,2.0822120967430315
